NASHOBA VALLEY MEDICAL CENTER,42.5775,-71.5739,200 GROTON ROAD,AYER,MA,NOT AVAILABLE,MIDDLESEX,http://www.nashobamed.com
BRYAN W. WHITFIELD MEMORIAL HOSPITAL,32.5048,-87.8364,"105 U.S. HIGHWAY 80, EAST",DEMOPOLIS,AL,(334) 287-2423,MARENGO,Not Available
OTTAWA COUNTY HEALTH CENTER,39.1293,-97.7039,215 E 8TH STREET,MINNEAPOLIS,KS,(785) 3922122,OTTAWA,http://www.ottawacountyhealthcenter.com
MOUNT AUBURN HOSPITAL,42.3741,-71.1343,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,NOT AVAILABLE,MIDDLESEX,http://www.mountauburnhospital.org
GREENVILLE MEMORIAL HOSPITAL,34.8186,-82.4127,701 GROVE RD,GREENVILLE,SC,(864) 455-7114,GREENVILLE,http://www.ghs.org/greenvillememorial
WHEATON FRANCISCAN WI HEART SPINE AND ORTHO,43.0358,-88.0373,10000 WEST BLUEMOUND ROAD,WAUWATOSA,WI,(414) 778-7800,MILWAUKEE,Not Available
SOUTHWEST MEDICAL CENTER,37.0567,-100.927,315 WEST 15TH STREET,LIBERAL,KS,(620) 6296291,SEWARD,http://www.swmedcenter.com
ST FRANCIS-EASTSIDE,34.8513,-82.3225,125 COMMONWEALTH DR,GREENVILLE,SC,(864) 675-4000,GREENVILLE,http://www.stfrancishealth.org/find-a-facility-st-francis-eastside.html
COLUMBIA ST MARYS HOSPITAL OZAUKEE,43.256,-87.9262,13111 N PORT WASHINGTON RD,MEQUON,WI,(262) 243-7300,OZAUKEE,Not Available
METROWEST MEDICAL CENTER - FRAMINGHAM CAMPUS,42.2852,-71.4186,115 LINCOLN STREET,FRAMINGHAM,MA,NOT AVAILABLE,MIDDLESEX,http://www.mwmc.com
HILLCREST MEMORIAL HOSPITAL,34.7202,-82.2482,729 SE MAIN ST,SIMPSONVILLE,SC,(864) 454-6151,GREENVILLE,http://www.ghs.org/hillcrest
DECATUR COUNTY HOSPITAL,39.8159,-100.538,810 W  COLUMBIA STREET,OBERLIN,KS,(785) 4752208,DECATUR,http://www.decaturhealthsystems.org
GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS,43.1332,-90.7086,205 PARKER ST,BOSCOBEL,WI,(608) 375-4112,GRANT,http://www.gundersenhealth.org/boscobel
HALLMARK HEALTH SYSTEM - LAWRENCE MEMORIAL HOSPITAL CAMPUS,42.4259,-71.1114,170 GOVERNORS AVENUE,MEDFORD,MA,NOT AVAILABLE,MIDDLESEX,http://www.hallmarkhealth.org/lawrencememorialmedicalservices.html
OSWEGO COMMUNITY HOSPITAL,37.1598,-95.1102,800 BARKER DRIVE,OSWEGO,KS,(620) 7952921,LABETTE,http://www.oswegocommunityhospital.com
SPRINGBROOK BEHAVIORAL HEALTH SYSTEM,34.9641,-82.4547,1 HAVENWOOD LN,TRAVELERS REST,SC,(864) 834-8013,GREENVILLE,http://www.springbrookbehavioral.com
MINISTRY SACRED HEART HOSPITAL,45.4865,-89.734,401 W MOHAWK DR  SUITE 100,TOMAHAWK,WI,(715) 453-7700,LINCOLN,http://ministryhealth.org/shh/home.nws
SHAWNEE MISSION MEDICAL CENTER,38.9955,-94.6927,9100 W 74TH STREET,SHAWNEE MISSION,KS,(913) 676-2000,JOHNSON,http://www.shawneemission.org
NEWTON-WELLESLEY HOSPITAL,42.3312,-71.246,2014 WASHINGTON STREET,NEWTON,MA,NOT AVAILABLE,MIDDLESEX,http://www.nwh.org
SHRINERS' HOSPITAL FOR CHILDREN-GREENVILLE,34.8172,-82.4132,950 W FARIS RD,GREENVILLE,SC,(864) 255-7942,GREENVILLE,http://www.shrinershospitalsforchildren.org/Hospitals/Locations/Greenville.aspx
OAKLEAF SURGICAL HOSPITAL,44.8157,-91.4527,1000 OAKLEAF WAY,ALTOONA,WI,(715) 831-8130,EAU CLAIRE,http://www.oakleafsurgical.com
ST FRANCIS HEALTH CENTER INC,39.0566,-95.6962,1700 SW 7TH STREET,TOPEKA,KS,(785) 295-8000,SHAWNEE,http://www.stfrancistopeka.org
WINCHESTER HOSPITAL,42.466,-71.1228,41 HIGHLAND AVENUE,WINCHESTER,MA,NOT AVAILABLE,MIDDLESEX,http://www.winchesterhospital.org
CAMBRIDGE HEALTH ALLIANCE - WHIDDEN MEMORIAL CAMPUS,42.4093,-71.0394,103 GARLAND STREET,EVERETT,MA,NOT AVAILABLE,MIDDLESEX,http://www.challiance.org/Locations/WhiddenHospitalCampus.aspx
BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,37.5847,-101.359,415 N MAIN STREET,ULYSSES,KS,(620) 356-1266,GRANT,http://www.bwmgch.com
CAROLINA CENTER FOR BEHAVIORAL HEALTH,34.8649,-82.2292,2700 E PHILLIPS RD,GREER,SC,(864) 235-2335,GREENVILLE,http://www.thecarolinacenter.com
RIPON MEDICAL CENTER,43.8349,-88.818,845 PARKSIDE ST,RIPON,WI,(920) 748-3101,FOND DU LAC,http://www.agnesian.com/locations/hospitals/ripon-medical-center
WILLIAM N WISHARD MEMORIAL HOSPITAL,39.7794,-86.1772,1001 W 10TH ST,INDIANAPOLIS,IN,(317) 630-7592,MARION,http://www.eskenazihealth.edu/
TREGO COUNTY LEMKE MEMORIAL HOSPITAL,39.0273,-99.8711,320 THIRTEENTH ST,WA KEENEY,KS,(785) 7432182,TREGO,http://www.tclmh.org
WASHINGTON COUNTY HOSPITAL,39.8175,-97.0464,304 E 3RD STREET,WASHINGTON,KS,(785) 3252211,WASHINGTON,http://www.washingtoncountyhospital.com
PATEWOOD MEMORIAL HOSPITAL,34.8515,-82.3276,175 PATEWOOD DR,GREENVILLE,SC,(864) 797-1000,GREENVILLE,http://www.ghs.org/patewood
CENTENNIAL MEDICAL PLAZA,39.5942,-104.824,14200 E ARAPAHOE ROAD,CENTENNIAL,CO,(303) 699-3000,ARAPAHOE,Not Available
VIDANT BERTIE HOSPITAL,35.9886,-76.9283,1403 SOUTH KING STREET,WINDSOR,NC,(252) 794-6600,BERTIE,https://www.vidanthealth.com/bertie/dynamic-detail.aspx?id=381
"CHARLES A. CANNON, JR. MEMORIAL HOSPITAL",36.0603,-81.8894,434 HOSPITAL DRIVE,LINVILLE,NC,(828) 737-7000,AVERY,http://https://apprhs.org/locations/cannon-memorial-hospital
COMMUNITY HOSPITAL,39.086,-108.554,2021 N 12TH ST,GRAND JUNCTION,CO,(970) 256-6201,MESA,Not Available
WILLIAM NEWTON HOSPITAL,37.2452,-96.9821,1300 EAST FIFTH AVENUE,WINFIELD,KS,(620) 2212300,COWLEY,http://www.wnmh.org
ST FRANCIS-DOWNTOWN,34.8404,-82.4214,1 SAINT FRANCIS DR,GREENVILLE,SC,(864) 255-1000,GREENVILLE,http://www.stfrancishealth.org/find-a-facility-st-francis-downtown.html
ST MARYS HOSPITAL,43.0593,-89.4014,700 SOUTH PARK ST,MADISON,WI,(608) 251-6100,DANE,http://www.stmarysmadison.com
CASTLE ROCK ADVENTIST HOSPITAL,39.4051,-104.885,2350 MEADOWS BLVD,CASTLE ROCK,CO,(720) 455-2500,DOUGLAS,Not Available
GREER MEMORIAL HOSPITAL,34.92,-82.2442,830 S BUNCOMBE RD,GREER,SC,(864) 797-8001,GREENVILLE,http://www.ghs.org/greermemorial
J. ARTHUR DOSHER MEMORIAL HOSPITAL,33.9297,-78.0216,924 HOWE ST,SOUTHPORT,NC,(910) 457-3800,BRUNSWICK,http://www.dosher.org
MINISTRY DOOR COUNTY MEDICAL CENTER,44.8327,-87.3533,323 SOUTH 18TH AVENUE,STURGEON BAY,WI,(920) 743-5566,DOOR,http://www.ministryhealth.org
SELECT SPECIALTY HOSPITAL - JACKSON,32.3898,-90.1434,5903 RIDGEWOOD ROAD,JACKSON,MS,(601) 899-3000,HINDS,http://www.selectspecialtyhospitals.com/company/locations/jackson.
CHILDREN'S HOSPITAL COLORADO AT PARKER ADVENTIST HOSPITAL,39.5481,-104.771,9395 CROWN CREST BLVD,PARKER,CO,(720) 777-1350,DOUGLAS,Not Available
GEORGETOWN MEMORIAL HOSPITAL,33.3796,-79.2846,606 BLACK RIVER RD,GEORGETOWN,SC,(843) 527-7000,GEORGETOWN,http://www.georgetownhospitalsystem.org
ST JOSEPH HOSPITAL DBA LIBERTAS,44.5338,-88.0636,1701 DOUSMAN ST,GREEN BAY,WI,(920) 498-8600,BROWN,"www.libertascenter.org/



"
RANGELY DISTRICT HOSPITAL,40.0788,-108.807,225 EAGLECREST,RANGELY,CO,(970) 675-5011,RIO BLANCO,Not Available
MCLEOD REGIONAL MEDICAL CENTER,34.1971,-79.759,555 E CHEVES ST,FLORENCE,SC,(843) 777-2849,FLORENCE,http://www.mcleodhealth.org/mcleod-regional-medical-center/the-choice-for-medical-excellence.html
MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CENTER,35.5766,-82.5491,509 BILTMORE AVE,ASHEVILLE,NC,(828) 213-1111,BUNCOMBE,http://www.missionhospitals.org
COLUMBUS COM HSPTL,43.3226,-89.0354,1515 PARK AVE,COLUMBUS,WI,(920) 623-2200,COLUMBIA,http://www.cch-inc.com
UNIVERSITY OF COLORADO HEALTH AT MEMORIAL HOSPITAL CENTRAL,38.8395,-104.799,1400 E BOULDER ST,COLORADO SPRINGS,CO,(719) 365-5000,EL PASO,Not Available
CAROLINAS HEALTHCARE SYSTEM BLUE RIDGE,35.7264,-81.6545,2201 SOUTH STERLING ST,MORGANTON,NC,(828) 580-5000,BURKE,http://www.blueridgehealth.org/morganton.html
WOMEN'S CENTER OF CAROLINAS HOSPITAL SYSTEM,34.1614,-79.7531,1590 FREEDOM BLVD,FLORENCE,SC,(843) 674-2500,FLORENCE,http://www.carolinashospital.com
PRAIRIE DU CHIEN MEMORIAL HOSPITAL,43.0446,-91.1377,705 E TAYLOR ST,PRAIRIE DU CHIEN,WI,(608) 357-2000,CRAWFORD,http://www.pdcmemorialhospital.org
"CROWLEY REHAB HOSPITAL, LLC",30.2193,-92.3689,713 NORTH AVENUE L,CROWLEY,LA,(337) 783-2859,ACADIA,Not Available
"VALDESE GENERAL HOSPITAL, INC.",35.7481,-81.5234,720 MALCOLM BOULEVARD,VALDESE,NC,(828) 874-2251,BURKE,http://www.blueridgehealth.org
HEALTHSOUTH REHABILITATION HOSPITAL OF FLORENCE,34.1954,-79.755,900 E CHEVES ST,FLORENCE,SC,(843) 679-9000,FLORENCE,http://www.healthsouthflorence.com
BERLIN MEMORIAL HOSPITAL,43.9785,-88.9412,225 MEMORIAL DRIVE,BERLIN,WI,(920) 361-1313,GREEN LAKE,http://www.chnwi.org
BAYSTATE FRANKLIN MEDICAL CENTER,42.5957,-72.5923,164 HIGH STREET,GREENFIELD,MA,NOT AVAILABLE,FRANKLIN,http://www.baystatehealth.com/fmc
LAKE AREA MEDICAL CENTER,30.1811,-93.2504,4200 NELSON ROAD,LAKE CHARLES,LA,(337) 474-6370,CALCASIEU,http://www.lakeareamc.com/Lake-Area-Medical-Center/home.aspx
GUNDERSEN LUTH MED CTR,43.7946,-91.247,1910 SOUTH AVE,LA CROSSE,WI,(608) 782-7300,LA CROSSE,http://www.gundluth.org
CAROLINAS HOSPITAL SYSTEM,34.1601,-79.7521,805 PAMPLICO HWY,FLORENCE,SC,(843) 674-2500,FLORENCE,http://www.carolinashospital.com
MERCY MEDICAL CENTER - PROVIDENCE BEHAVIORAL HEALTH HOSPITAL CAMPUS,42.1659,-72.634,1233 MAIN STREET,HOLYOKE,MA,NOT AVAILABLE,HAMPDEN,http://www.mercycares.com/pages.asp?id=514
RIVERSIDE HOSPITAL OF LOUISIANA,31.3148,-92.4499,211 4TH STREET,ALEXANDRIA,LA,(318) 767-2900,RAPIDES,Not Available
GOOD SAMARITAN HLTH CTR,45.1756,-89.6818,601 S CENTER AVE,MERRILL,WI,(715) 536-5511,LINCOLN,http://www.ministryhealth.org
MERCY MEDICAL CENTER - SPRINGFIELD CAMPUS,42.1149,-72.5948,271 CAREW STREET,SPRINGFIELD,MA,NOT AVAILABLE,HAMPDEN,http://www.mercycares.com
REGENCY HOSPITAL OF FLORENCE,34.189,-79.7637,121 E CEDAR ST FL 4,FLORENCE,SC,(843) 661-3471,FLORENCE,http://www.regencyhospital.com
MAYO CLINIC HEALTH SYSTEM - RED CEDAR INC,44.883,-91.9016,2321 STOUT RD,MENOMONIE,WI,(715) 235-5531,DUNN,http://www.rcmc-mhs.org
SPECIALTY HOSPITAL,32.4998,-92.1146,309 JACKSON STREET,MONROE,LA,(318) 966-4126,OUACHITA,Not Available
NOBLE HOSPITAL,42.1183,-72.7596,115 WEST SILVER STREET,WESTFIELD,MA,NOT AVAILABLE,HAMPDEN,http://www.noblehospital.org/
ACADIA GENERAL HOSPITAL,30.226,-92.3636,1305 CROWLEY RAYNE HIGHWAY,CROWLEY,LA,(337) 783-3222,ACADIA,http://www.lafayettegeneral.com/our_facilities/main_facilities/acadia_general_hospital.aspx
SURGERY CENTER OF CHESAPEAKE,36.75,-76.2472,844 BATTLEFIELD BOULEVARD NORTH,CHESAPEAKE,VA,(757) 312-6800,CHESAPEAKE,http://www.chesapeakeregional.com/our-facilities/surgery-center-of-chesapeake
MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL LLC,42.8599,-87.9545,10101 SOUTH 27TH STREET,FRANKLIN,WI,(414) 817-5800,MILWAUKEE,http://www.mymosh.com/
COOLEY DICKINSON HOSPITAL,42.3302,-72.6532,30 LOCUST STREET,NORTHAMPTON,MA,NOT AVAILABLE,HAMPSHIRE,http://www.cooley-dickinson.org
ALLEGIANCE HEALTH CENTER OF RUSTON,32.5141,-92.6316,1401 EZELL STREET,RUSTON,LA,(318) 255-8085,LINCOLN,Not Available
WOODRIDGE PSYCHIATRIC HOSPITAL,36.3077,-82.3877,403 STATE OF FRANKLIN,JOHNSON CITY,TN,(423) 431-7111,WASHINGTON,http://www.msha.com/hospitals/woodridge_hospital_l_johnson_city_tn.aspx
WHEATON FRANCISCAN HEALTHCARE- FRANKLIN INC,42.86,-87.9541,10101 SOUTH 27TH STREET,FRANKLIN,WI,(414) 325-4700,MILWAUKEE,http://www.mywheaton.org/
BAYSTATE MARY LANE HOSPITAL,42.2536,-72.2428,85 SOUTH STREET,WARE,MA,NOT AVAILABLE,HAMPSHIRE,http://www.baystatehealth.com/Baystate/Main+Nav/About+Us/Locations/Baystate+Mary+Lane+Hospital
AURORA ST LUKES MEDICAL CENTER,42.9896,-87.9502,2900 W OKLAHOMA AVE,MILWAUKEE,WI,(414) 649-6000,MILWAUKEE,http://www.aurorahealthcare.org
JOHNSON CITY SPECIALTY HOSPITAL,36.3237,-82.3545,203 EAST WATAUGA AVENUE,JOHNSON CITY,TN,(423) 434-1400,WASHINGTON,"tricities.selectspecialtyhospitals.com/



"
CHAMPION MEDICAL CENTER - BATON ROUGE,30.5181,-91.1568,7855 HOWELL PLACE BLVD.,BATON ROUGE,LA,(225) 111-1111,EAST BATON ROUGE,Not Available
ST VINCENT JENNINGS HOSPITAL INC,39.0113,-85.6411,301 HENRY ST,NORTH VERNON,IN,(812) 352-4200,JENNINGS,http://www.stvincent.org
FROEDTERT MEM LUTHERAN HSPTL,43.0409,-88.0246,9200 W WISCONSIN AVE,MILWAUKEE,WI,(414) 805-3000,MILWAUKEE,http://www.froedtert.com
RILEY HOSPITAL,32.3684,-88.699,1102 CONSTITUTION AVENUE,MERIDIAN,MS,(601) 693-2511,LAUDERDALE,Not Available
SELECT SPEC HOSPITAL ST LUKES CAMPUS,42.9888,-87.9502,2900 W OKLAHOMA AVE 4TH FL,MILWAUKEE,WI,(414) 649-6991,MILWAUKEE,milwaukeestlukes.selectspecialtyhospitals.com
BON SECOURS ST. FRANCIS MEDICAL CENTER,37.4667,-77.6586,13710 ST. FRANCIS BOULEVARD,MIDLOTHIAN,VA,(804) 594-7300,CHESTERFIELD,http://richmond.bonsecours.com/find-a-facility-st-francis-medical-center.html
CHARITY HOSPITAL AND MEDICAL CENTER OF LA. AT NEW ORLEANS,29.9552,-90.078,2021 PERDIDO ST.,NEW ORLEANS,LA,(504) 903-3000,ORLEANS,Not Available
SOUTH MS STATE HOSPITAL,31.1666,-89.4252,823 HIGHWAY 589,PURVIS,MS,(601) 794-0100,LAMAR,http://www.smsh.state.ms.us
AURORA SINAI MEDICAL CENTER,43.0425,-87.9278,945 N 12TH ST,MILWAUKEE,WI,(414) 219-2000,MILWAUKEE,http://www.aurorahealthcare.org
ST. FRANCIS SURGERY CENTER- MIDLOTHIAN,37.4667,-77.6592,13700 ST. FRANCIS BOULEVARD,MIDLOTHIAN,VA,(804) 594-7300,CHESTERFIELD,http://www.sffm.net/
CHRISTUS DUBUIS HOSPITAL OF ALEXANDRIA,31.2836,-92.4625,3330 MASONIC DR. 4TH FLOOR UNIT,ALEXANDRIA,LA,(318) 448-4960,RAPIDES,Not Available
ALL CHILDREN'S HOSPITAL,27.7646,-82.6408,501 6TH AVE S,SAINT PETERSBURG,FL,(727) 898-7451,PINELLAS,http://www.allkids.org
MCLEOD LORIS,34.0575,-78.8989,3655 MITCHELL ST,LORIS,SC,(843) 716-7000,HORRY,http://www.mcleodhealth.org/mcleod-loris/about-mcleod-loris.html
WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,42.9857,-87.9347,3237 S 16TH ST,MILWAUKEE,WI,(414) 647-5000,MILWAUKEE,http://www.mywheaton.org
CLAIBORNE MEMORIAL MEDICAL CENTER,32.7941,-93.0618,620 EAST COLLEGE STREET,HOMER,LA,(318) 927-2024,CLAIBORNE,http://www.claibornemedical.com/
LANDMARK HOSPITAL OF CAPE GIRARDEAU,37.3079,-89.5758,3255 INDEPENDENCE,CAPE GIRARDEAU,MO,(573) 335-1091,CAPE GIRARDEAU,http://www.landmarkhospitals.com
COLUMBIA CENTER,43.2567,-87.9262,13125 N PORT WASHINGTON RD,MEQUON,WI,(262) 243-7408,OZAUKEE,http://www.columbiacenter.org
CONWAY MEDICAL CENTER,33.7855,-79.0018,300 SINGLETON RIDGE RD,CONWAY,SC,(843) 347-8114,HORRY,http://www.conwaymedicalcenter.com/
CORNERSTONE HOSPITAL OF SOUTHWEST LOUISIANA,30.2308,-93.3683,703 CYPRESS STREET,SULPHUR,LA,(337) 310-6001,CALCASIEU,Not Available
ST CROIX REG MED CTR,45.409,-92.6426,235 STATE STREET,SAINT CROIX FALLS,WI,(715) 483-3261,POLK,http://www.scrmc.org
"BLUE RIDGE REGIONAL HOSPITAL, INC",35.911,-82.0628,125 HOSPITAL DRIVE,SPRUCE PINE,NC,(828) 765-4201,MITCHELL,http://www.spchospital.org
STERLING SURGICAL HOSPITAL,30.2918,-89.771,989 ROBERT BLVD.,SLIDELL,LA,(985) 690-8200,ST. TAMMANY,http://sterlingsurgical.net/
MCLEOD SEACOAST,33.8657,-78.6635,4000 HWY 9 E,LITTLE RIVER,SC,(843) 390-8100,HORRY,http://www.mcleodhealth.org/mcleod-seacoast/about-mcleod-seacoast.html
FLAMBEAU HSPTL,45.9303,-90.4415,98 SHERRY AVE,PARK FALLS,WI,(715) 762-7500,PRICE,http://www.flambeauhospital.org
FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL,35.3648,-79.8904,520 ALLEN STREET,TROY,NC,(910) 572-1301,MONTGOMERY,http://www.firsthealth.org
EXTENDED CARE OF SOUTHWEST LOUISIANA,30.2051,-93.2226,2837 ERNEST STREET,LAKE CHARLES,LA,(337) 480-8990,CALCASIEU,Not Available
COASTAL CAROLINA HOSPITAL,32.315,-81.054,1000 MEDICAL CENTER DR,HARDEEVILLE,SC,(843) 784-8181,JASPER,http://www.coastalhospital.com
WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,42.7317,-87.8265,3801 SPRING ST,RACINE,WI,(262) 687-4011,RACINE,http://www.allsaintshealth.com
FIRSTHEALTH MOORE REG. HOSP. AND PINEHURST TREATMENT,35.2053,-79.4564,155 MEMORIAL DRIVE,PINEHURST,NC,(910) 215-1000,MOORE,http://www.firsthealth.org
KAILO BEHAVIORAL HOSPITAL,30.4481,-92.4115,3859 HWY 190,EUNICE,LA,(337) 466-7600,ACADIA,Not Available
KERSHAWHEALTH,34.2529,-80.5903,1315 ROBERTS ST,CAMDEN,SC,(803) 432-4311,KERSHAW,http://www.kershawhealth.com
WESTFIELDS HOSPITAL,45.1178,-92.5555,535 HOSPITAL RD,NEW RICHMOND,WI,(715) 246-2101,ST. CROIX,http://www.westfieldshospital.com
NASH GENERAL HOSPITAL,35.9762,-77.8523,2460 CURTIS ELLIS DR.,ROCKY MOUNT,NC,(252) 443-8070,NASH,http://www.nhcs.org
NEW ORLEANS EAST HOSPITAL,30.029,-89.9752,5620 READ BLVD,NEW ORLEANS,LA,(504) 241-2664,ORLEANS,http://www.noehospital.org/main/intro.php
ST. CLARE HOSPITAL,43.481,-89.7305,707 14TH ST,BARABOO,WI,(608) 356-1400,SAUK,http://www.stclare.com
NEW HANOVER REGIONAL MEDICAL CENTER,34.2055,-77.9213,2228 S. 17TH STREET/FISCAL SERVICES,WILMINGTON,NC,(910) 343-7040,NEW HANOVER,http://www.nhhn.org
SPRINGS MEMORIAL HOSPITAL,34.7177,-80.7877,800 W MEETING ST,LANCASTER,SC,(803) 286-1481,LANCASTER,http://www.springsmemorial.com
AURORA SHEBOYGAN MEM MED CTR,43.7734,-87.71,2629 N 7TH ST,SHEBOYGAN,WI,(920) 451-5000,SHEBOYGAN,http://www.aurorahealthcare.org
DAVIE COUNTY HOSPITAL,35.8994,-80.5718,223 HOSPITAL STREET,MOCKSVILLE,NC,(336) 751-8100,DAVIE,http://www.daviehospital.org
OCHSNER MEDICAL CENTER- KENNER LLC,30.0245,-90.2708,180 WEST ESPLANDE AVENUE,KENNER,LA,(504) 468-8600,JEFFERSON,https://www.ochsner.org/locations/ochsner-medical-center-kenner/
ST NICHOLAS HOSPITAL,43.7623,-87.7475,3100 SUPERIOR AVE,SHEBOYGAN,WI,(920) 459-8300,SHEBOYGAN,http://www.stnicholashospital.org
PIONEER COMMUNITY HOSPITAL,36.6462,-80.2549,18688 JEB STUART HIGHWAY,STUART,VA,(276) 694-8680,PATRICK,http://www.phscorporate.com
CAPE FEAR VALLEY MEDICAL CENTER,35.0318,-78.9331,1638 OWEN DRIVE,FAYETTEVILLE,NC,(910) 615-6700,CUMBERLAND,http://www.capefearvalley.com
HAYWARD AREA MEMORIAL HOSPITAL,46.0348,-91.4857,11040 N STATE RD 77,HAYWARD,WI,(715) 934-4321,SAWYER,http://www.hamhnh.com
HIGHSMITH-RAINEY MEMORIAL HOSPITAL,35.0543,-78.8882,150 ROBESON STREET,FAYETTEVILLE,NC,(910) 609-1434,CUMBERLAND,http://www.capefearvalley.com/hospitals/hrsh.html
HARMAN EYE CENTER,37.3772,-79.2443,1834 GRAVES MILL ROAD,FOREST,VA,(434) 385-5600,BEDFORD,http://www.harmaneye.com/locations/main-center-html/
TRI COUNTY MEM HSPTL,44.3643,-91.3187,18601 LINCOLN ST PO BOX 65,WHITEHALL,WI,(715) 538-4361,TREMPEALEAU,http://www.tricountymemorial.org/index.html
THE OUTER BANKS HOSPITAL,35.9398,-75.6177,4800 SOUTH CROATAN HIGHWAY,NAGS HEAD,NC,(252) 449-4500,DARE,http://www.theouterbankshospital.com
VERNON MEM HSPTL,43.5517,-90.8884,507 SOUTH MAIN ST,VIROQUA,WI,(608) 637-2101,VERNON,http://www.vmh.org
CARITAS GOOD SAMARITAN MEDICAL CENTER - BROCKTON CAMPUS,42.0979,-71.0619,235 NORTH PEARL STREET,BROCKTON,MA,NOT AVAILABLE,PLYMOUTH,http://www.stewardhealth.org/Good-Samaritan
COMMUNITY MEMORIAL HSPTL,43.1644,-88.1376,W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WI,(262) 251-1000,WAUKESHA,http://www.communitymemorial.com
POPLAR BLUFF REGIONAL MEDICAL CENTER - SOUTH,36.758,-90.3973,621 WEST PINE STREET,POPLAR BLUFF,MO,(573) 686-4111,BUTLER,http://www.poplarbluffregional.com
AURORA MED CTR OSHKOSH,44.0277,-88.5952,855 N WESTHAVEN DRIVE,OSHKOSH,WI,(920) 456-6000,WINNEBAGO,http://www.aurorahealthcare.com
JOHN J PERSHING VA MEDICAL CENTER,36.7724,-90.4166,1500 N WESTWOOD BLVD,POPLAR BLUFF,MO,(573) 686-4151,BUTLER,http://www.poplarbluff.va.gov
HAWAII MEDICAL CENTER WEST,21.3723,-158.027,91-2141  FORT WEAVER RD,EWA BEACH,HI,(808) 547-6011,HONOLULU,http://www.hawaiimedcen.com/hmc/westCampus.html
FULTON STATE HOSPITAL,38.8471,-91.9379,600 EAST 5TH,FULTON,MO,(573) 592-4100,CALLAWAY,http://www.dmh.missouri.gov/fulton
DOCTORS CENTER HOSPITAL- MANATI,18.4337,-66.474,KM 47-7,MANATI,PR,(787) 621-3322,MANATI,Not Available
UNIVERSITY OF NORTH CAROLINA HOSPITALS,35.9045,-79.0497,101 MANNING DR,CHAPEL HILL,NC,(919) 966-4131,ORANGE,http://www.unchealthcare.org
MANATI MEDICAL CENTER DR ALEJANDRO OTERO LOPEZ,18.4346,-66.4825,CALLE HERNANDEZ CARRION 668,MANATI PUEBLO,PR,(787) 621-3700,MANATI,Not Available
CAROLINA EAST HEALTH SYSTEM,35.1134,-77.0659,2000 NEUSE BLVD,NEW BERN,NC,(252) 633-8640,CRAVEN,http://www.carolinaeasthealth.com/
"INST MEDICO DEL NORTE INC, CENTRO MEDICO WILMA N VAZQUEZ",18.4463,-66.377,CARR. 2 KM. 39.5,VEGA BAJA,PR,(787) 858-1580,VEGA BAJA,Not Available
VIDANT CHOWAN HOSPITAL,36.07,-76.6112,211 VIRGINIA ROAD,EDENTON,NC,(252) 482-8451,CHOWAN,http://www.vidanthealth.com
HOSPITAL BUEN SAMARITANO,18.4428,-67.1509,CARR #2 KM 141-1 AVE SEVERIANO CUEVAS #18 BO. CAIMITAL BAJO,AGUADILLA,PR,(787) 658-0000,AGUADILLA,http://www.hbspr.org
COLUMBUS REGIONAL HEALTHCARE SYSTEM,34.3377,-78.6941,500 JEFFERSON ST,WHITEVILLE,NC,(910) 642-8011,COLUMBUS,http://www.crhealthcare.org
HOSP SAN CARLOS BORROMEO,18.3902,-67.11,550 CONCEPCION VERA AYALA,MOCA,PR,(787) 877-8000,MOCA,http://www.hscbpr.org
CAROLINAS HEALTHCARE SYSTEM CLEVELAND,35.3029,-81.5364,201 EAST GROVER ST,SHELBY,NC,(704) 487-3245,CLEVELAND,http://www.carolinashealthcare.org/cleveland
HOSP PEREA,18.2027,-67.1398,CALLE DR BASORA 15,MAYAGUEZ,PR,(787) 834-0101,MAYAGUEZ,http://www.paviahealth.com/perea_hospital.htm
CRAWLEY MEMORIAL HOSPITAL,35.2499,-81.6764,315 WEST COLLEGE AVENUE,SHELBY,NC,(704) 434-9466,CLEVELAND,http://www.clevelandcountyhealthcaresystem.com/crawleymemorial.html
CLINICA ESPANOLA INC,18.2062,-67.1315,PR-106 BO LA QUINTA - SECTOR CLINICA ESPANOLA,MIRADERO,PR,(787) 832-0404,MAYAGUEZ,Not Available
CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,35.2416,-81.3571,706 WEST KING STREET,KINGS MOUNTAIN,NC,(704) 739-3601,CLEVELAND,http://www.carolinashealthcare.org/kings-mountain
HOSP ADVANCED CARDIOLOGY DR RAMON EMETERIO BETANCES,18.1806,-67.1528,410 HOSTOS AVENUE,MAYAGUEZ,PR,(787) 265-3900,MAYAGUEZ,Not Available
GLACIAL RIDGE HOSPITAL,45.6463,-95.3892,10 FOURTH AVENUE SOUTHEAST,GLENWOOD,MN,(320) 634-4520,POPE,http://www.glacialridge.org
